Cód.Prod;Descripción;Descripcion Sabor
2003;BANDEJA CUADRADA DASA;
2004;BANDEJA PRODUCTOS DASA;
2011;SACHET SER 1035 GR P/URUGUAY;
2012;YOGURISIMO FIRME FORTIFICADO 190 GR;
2016;YOGURISIMO ENT FIRME POTE 200G USO INT;
2018;YOGURISIMO ENT SACHET 1000G USO INTERNO;
2027;RICOTTA GARCIA SACH 3KG (MOV CAM);
2033;LECHE VITAL INFANTIL 3 LATA X 900G;
2034;POSTRE SERENITO COMB. 130G ARMADO PACK;
2036;DULCE DE LECHE LS REPOSTERO POTE 500GR;
2040;LECHE CRECER PLUS 1 BRICK 200ML;
2041;LECHE CRECER PLUS 2 BRICK 200ML;
2042;LECHE CRECER PLUS 1 BRICK 200 ML;
2043;LECHE CRECER PLUS 2 BRICK 200 ML;
2044;DULCE DE LECHE LS EST. COLONIAL 1 KG;
2057;LECHE VITAL INFANTIL 3 BRICK 1000 ML;
2092;ALIMENTO LACTEO DANONINO 90G ARMADO PACK;
2095;POSTRE SERENITO COMUN 130G ARMADO PACK;
2097;ALIM LAC DANONINO VAIN 90G ARMADO PACK;
2098;ALIM LAC DANONINO DURAZ 90G ARMADO PACK;
2104;YOGUR SER CLAS DESC POTE 200G ARMADO PACK;
2112;COMBO LS SEREMIX - 2 PRISMA 250 CC + VASO;
2114;POSTRE SER 130G ARMADO PACK;
2116;YOGURISIMO ENT FIRME PACK 250G INT;
2127;COMBO LS SENSE + VASO TERMICO;
2130;YOGURISIMO +FORTI C/CREREALES 164GR;
2135;YOGURISIMO ENT C-ZUCARITAS ARMADO PACK;
2141;BEB.DE LECHE LS PROTEIN CACAO F.VIT 1L;
2142;BEB.DE LECHE LS PROTEIN CACAO BRIK 1L;
2181;QUESO LS CREMON CREMOSO 500G(8 U);
2190;QUESO LS CREMON FRACC 500GR(8 UNID);
2199;LECHE CINDOR EN POLVO 150GR USO INTERNO;
2229;QUESO LS RALLADO SOBRE 35GR;
2230;QUESO LS RALLADO SOBRE 70GR;
2231;QUESO LS RALLADO BOLSA 130GR;
2232;QUESO LS RALLADO BOLSA 175GR;
2233;QUESO LS RALLADO PARMESANO BOLSA 80GR;
2237;SALCHICHAS GI JUNIOR VIENA 6 UNID;
2257;QUESO LS RALLADO PARMESANO BOLSA 50GR;
2260;SALCHICHAS GRANJA IRIS VIENA 6 UNID;
2261;SALCHICHAS GRANJA IRIS VIENA 10 UNID;
2262;SALCHICHAS JUNIOR VIENA 6 UNIDAD;
2263;SALCHICHAS GRANJA IRIS LIGHT 6 UNID;
2279;LECHE NUTRILON PREMIUM 1 LATA X 400G;
2280;LECHE VITAL 1 LATA 800G;
2281;LECHE VITAL 1 POUCH 1KG;
2285;SALCHICHAS GI JUNIOR VIENA 12U MOV CAM;
2286;LECHE NUTRILON PREMIUM 1 LATA X 900G;
2288;SALCHICHAS GI VIENA PAQ 10+2 MOV DE CAM;
2293;LECHE NUTRILON PREMIUM 2 LATA X 900G;
2297;VITAL INF FRUTAP 400G MAN-BAN;
2298;SALCHICHAS GRANJA IRIS C/QUESO PAQ 6 UNI;
2299;SALCHICHA GRANJA IRIS LIGHT PAQ 6 UNID;
2303;VITAL INF FRUTAP 400G MULTIF;
2304;POSTRE STO C CONF POTE 120G USO INTERNO;
2310;VITAL INF FRUTAP 400G MAN-PERA;
2314;LECHE VITAL 1 NUTRIPLUS X 1000 GR;
2315;LECHE VITAL 1 BRICK 200ML;
2316;LECHE VITAL 2 BRICK 200ML;
2317;LECHE VITAL 3 BRICK 200ML;
2318;LECHE VITAL 3 BRICK 1L;
2319;LECHE VITAL 1 POUCH 1KG;
2320;LECHE VITAL 2 POUCH 1KG;
2321;LECHE VITAL 3 POUCH 1KG;
2322;LECHE VITAL 4 POUCH 1KG;
2323;LECHE NUTRILON 3 BRICK 1L;
2324;LECHE NUTRILON 4 BRICK 1L;
2325;LECHE VITAL 3 BRICK 1L;
2326;LECHE VITAL 4 BRICK 200 ML;
2327;VITAL INF FRUTAP 400G MANZANA;
2328;COMBO LS CREMA CHANTILLY + DDL TOPPING;
2337;QUESO LS PORT SALUT FRACC 500G (MOV CAM);
2338;QUESO LS PORT SALUT LIGHT FRACC 500G (MOV CAM);
2345;LECHE LS UAT ENTERA VIT B9 BOT 1L;
2346;LECHE LS UAT DESCREMADA VIT B9 BOT 1L;
2347;LECHE NUTRILON 1 BRICK 200ML;
2348;LECHE NUTRILON 2 BRICK 200ML;
2349;LECHE NUTRILON 3 BRICK 200ML;
2350;LECHE NUTRILON 4 BRICK 200ML;
2351;LECHE NUTRILON 3 BRICK 1L;
2352;LECHE NUTRILON 4 BRICK 1L;
2353;LECHE NUTRILON 1 POUCH 1.2KG;
2354;LECHE NUTRILON 2 POUCH 1.2KG;
2355;LECHE NUTRILON 3 POUCH 1.2KG;
2356;LECHE NUTRILON 4 POUCH 1.2KG;
2357;LECHE LSB CRECER 1 BRICK 200ML;
2358;LECHE LSB CRECER 2 BRICK 200ML;
2359;LECHE LSB CRECER 3 BRICK 200ML;
2362;YOGURISIMO +FORTI C/CEREALES 164GR;
2372;PROMO ONPACK VITAL INFANTIL 3 X 900G;
2378;QUESO LS CREMOSO FRACC 500G (MOV CAM);
2399;MOZZARELLA LS SIN LACTOSA BOLSA 220GR;
2406;DULCE DE LECHE LS EST. COLONIAL 400GR;
2423;YOGURISIMO +FORTI ENT SACHET 1300GR;
2446;DULCE DE LECHE LS 400GR;
2448;LECHE LS ULTRA ENT CLASICA 3% SACHET1L;
2449;LECHE LS ULTRA DESC FORT VIT A C D SAC1L;
2451;LECHE NUTRILON PROFUTURA 4 LATA X800GR;
2472;CREMA LS PAST POTE 360 CC;
2477;LECHE NUTRILON PREMIUM 3 LATA X 900G;
2490;LECHE LS ULTRA ENT SACH 1L;
2491;LECHE LS ULTRA DESC FORT VIT SACHET 1L;
2499;MOZZARELLA LS UNIDAD 500 GRS;
2530;POSTRE DANETTE CR AMER PACK 200G;CREMA AMERICANA
2556;VITAL INFANTIL 3 BANANA X 200 ML;
2560;COMBO LS JUNIOR - 2 SLIM 200CC + VASO;
2572;ACTIMEL NATURAL 400 CM3 ARMADO PACK;
2573;ACTIMEL NARANJA 400 CM3 ARMADO PACK;
2581;ACTIMEL 0% PACK 400 CM3 ARMADO PACK;
2603;POTE COPA CINDOR C-CREMA 115G ARMADO PACK;
2611;LECHE LS ULTRA DESC E/CALCIO SACH 1L;
2613;LECHE NUTRILON PREMIUM 1 BRICK 200ML;
2617;QUESO FINLANDIA LS PROCESADO POTE 200GR;
2618;QUESO FINLANDIA LS PROC. LIGHT POTE 200G;
2620;LECHE NUTRILON PREMIUM 2 BRICK 200ML;
2629;QUESO LS SARDO S/LACT FRACC 280GR (DIA);
2639;COMBO 2 FINLANDIA LS 300 GR + ÑOQUERA;
2648;ACTIVIA 240 GR PARA CHILE;
2655;FRUTAPURA 4 X 100GR* + VITAL 3 X 900GR;
2661;QUESO LS CREMON S\LAC.FRAC.500G 12UNID;
2662;PROMO ONPACK NUTRILON 2 X 200 ML X 6 UDS;
2663;QUESO LS PORT SALUT S/LACTOSA (8 UNID);
2664;QUESO LS PORT SALUT LIGHT S\LAC 8 UND;
2677;QUESO LS PATEGRAS S/LAC.FRACC 340G(8U);
2679;PROMO ONPACK NUTRILON 3 X 200 ML X 6 UDS;
2687;ACTIVIA 0% PACK 250 GR CHILE;
2709;VITAL 3X900+2 VITAL3 BANX200+1 VITAL3X200;
2729;LECHE NUTRILON PREMIUM 3 BRICK 200ML;
2735;QUESO LS REGGIANITO S/LAC FRACC 310GR (DIA);
2743;QUESO LS PROVOLONE S/LAC FRACC 300GR (DIA);
2760;QUESO LS PORT SALUT SIN LACTOSA 12UNID;
2761;QUESO LS P SALUT LIGHT S\LAC 12 UNID;
2778;LECHE NUTRILON PREMIUM 1 LATA X 800G;
2785;LECHE NUTRILON PREMIUM 2 LATA X 800G;
2789;LECHE VITAL 3 X 1000 ML;
2792;LECHE NUTRION PREMIUM 3 LATA X 800G;
2797;QUESO LS RALLADO BOLSA 150G (MOV CAM);
2808;LECHE NUTRILON PREMIUM 1 LATA X 400G;
2813;LECHE NUTRILON PREMIUM 1 BRICK 200ML;
2814;LECHE NUTRILON 1 BRICK 200ML;
2815;LECHE NUTRILON 2 BRICK 200ML;
2816;LECHE NUTRILON 3 BRICK 200ML;
2817;LECHE NUTRILON 4 BRICK 200ML;
2819;LECHE LS SERENISIMA BABY 1 LATA X 750 GR;
2821;ALIMENTO LACTEO DANONINO 360G USO INTERNO;
2826;LECHE LA SERENISIMA BABY 2 LATA X 750 GR;
2833;LECHE LA SERENISIMA BABY 3 LATA X 750 GR;
2839;LECHE NUTRILON PREMIUM 1 BRICK 200 ML;
2840;CEREAL NUTRILON PROFUTURA ARROZ X 200 G;
2846;LECHE NUTRILON PREMIUM 2 BRICK 200 ML;
2853;LECHE NUTRILON PREMIUM 3 BRICK 200 ML;
2854;LECHE NUTRILON PREMIUM 3 1000 ML;
2857;CEREAL NUTRILON MAIZ X 200 G;
2864;CEREAL NUTRILON PROFUTURA 5 CEREAL 200G;
2865;LECHE VITAL 1 BRICK 200ML;
2866;LECHE VITAL 2 BRICK 200ML;
2867;LECHE VITAL 3 BRICK 200ML;
2868;LECHE VITAL 4 BRICK 200ML;
2869;LECHE VITAL 3 BRICK 1L;
2871;CEREAL NUTRILON PROF ARR BAN MNA X 200 G;
2877;DULCE DE LECHE SER 400G;
2880;NUTRILON SABORES BANANA LATA 350 G;
2881;NUTRILON SABORES VAINILLA LATA 350 G;
2882;ALIMENTO LACTEO DANONINO 270G ARMADO PACK;
2888;CEREAL NUTRILON CIRUELA X 200 G;
2897;LECHE VITAL INFANTIL Nja 3 BRICK 200 ML;
2910;LECHE NUTRILON PREMIUM 4 BRICK 200ML;
2911;LECHE NUTRILON PREMIUM 4 BRICK 1000ML;
2914;LECHE VITAL INFANTIL VITAFE Nja  1 X 800 G;
2920;LECHE NUTRILON PREMIUM 3 LATA X800GR;
2921;LECHE VITAL INFANTIL VITAFE 2 Nja 800GR;
2922;LECHE NUTRILON PREMIUM 3 BRICK 200ML;
2923;LECHE NUTRILON PREMIUM 3 BRICK 1000ML;
2924;LECHE NUTRILON 3 BLUE RELOADED 1000 ML;
2927;LECHE VITAL INFANTIL Nja 1 X 212 GR;
2930;LECHE NUTRILON PREMIUM 2 LATA X800GR;
2931;LECHE NUTRILON PREMIUM 2 BRICK 200ML;
2932;LECHE LA SERENISIMA BABY 4 LATA X 750 GR;
2934;LECHE VITAL INFANTIL Nja 2 X 225 GR;
2938;LECHE VITAL INFANTIL VITAFE 3 Nja 800GR;
2940;LECHE NUTRILON PREMIUM 1 LATA X400GR;
2941;LECHE VITAL INFANTIL 3 X 225 GR;
2942;LECHE NUTRILON PREMIUM 1 LATA X800GR;
2943;LECHE NUTRILON PREMIUM 1 BRICK 200ML;
2950;VITAL INFANTIL 3 BRICK 200ML;
2951;VITAL INFANTIL B BIB X 225GR;
2952;VITAL INFANTIL 3 T X 800GR;
2956;LECHE LS BABY 3 SOBRE 24G;
2957;LECHE LS BABY 1 SOBRE 25G;
2958;LECHE LS BABY 2 SOBRE 26G;
2960;VITAL INFANTIL 2 BRICK 200ML;
2961;VITAL INFANTIL 2 BIB X 225GR;
2962;VITAL INFANTIL 2 T X 800GR;
2963;LECHE LS BABY 4 SOBRE 23G;
2970;VITAL INFANTIL 1 BRICK 200ML;
2971;VITAL INFANTIL 1 BIB 212GR;
2972;VITAL INFANTIL 1 T X 800GR;
2973;VITAL INFANTIL 1 T X 400GR;
2990;MATERIAL POP CAJA 29X26;
2991;MATERIAL POP CAJA 18 X 26.5;
2992;MATERIAL POP CAJA 57 X 56.5;
2993;MATERIAL POP EXHIBIDOR GENERICO;
2994;MATRIAL POP 2 EXHIBIDORES GENERICOS;
2995;MATERIAL POP 3 EXHIBIDORES GENERICOS;
2996;MATERIAL POP 4 EXHIBIDORES GENERICOS;
2997;MATERIAL POP 12 EXHIBIDORES GENERICOS;
2998;MATERIAL POP EXHIBIDOR DESARMABLE;
3000;HERRAMIENTA FERRERO;
3010;TIC TAC MENTA ESTUCHE 16 GR;
3012;HUEVO DE PASCUA KINDER GRAN SORPRESA 150G;
3013;TIC TAC MANZANA MARACUYA 12 ESTUCHES 192GR;
3014;TIC TAC MANZANA MARACUYA ESTUCHE 16GR;
3015;HUEVO DE PASCUA KINDER MAGIC 1 UNID 125G;
3016;TIC TAC MENTA Y M.INTENSA 12 ESCTUCHES 192GR;
3017;TIC TAC MENTA Y M.INTENSA ESTUCHE 16GR;
3018;TIC TAC MANZANA VERDE 12 ESTUCHES 192GR;
3019;TIC TAC MANZANA VERDE ESTUCHE 16GR;
3021;KINDER CHOCOLATE MAXI 10 UNID 210GR;
3022;TIC TAC POP CORN 12 ESTUCHES 192GR;
3023;TIC TAC POP CORN ESTUCHE 16GR;
3024;TIC TAC MIX DE FRUTAS 12 ESTUCHES 192GR;
3025;TIC TAC BANANA 12 ESTUCHES 192G;
3027;TIC TAC NARANJA ESTUCHE 16 GR;
3029;POSTRE SER 100GR;
3030;POSTRE SER 100GR;
3031;HUEVO PASCUA KINDER LUI 150 GR;
3038;TIC TAC CEREZA-MARACUYA 12 ESTUCHES 192G;
3039;TIC TAC CEREZA-MARACUYA ESTUCHE 16GR;
3055;PROD UNT B\CREMA PARA COCINAR LS PAQ200GR;
3063;L POLVO LS ENTERA CON B9 ESTUCHE 400 GR;
3067;CAJA HUEVO DE PASCUA KINDER GRAN SOPRESA;
3071;PACK PROMO FERRERO + RELOJ;
3073;PACK INTRODUCCION 2014 FERRERO+ALCANCIA;
3074;PACK PROMO FERRERO + CAJA DE HERRAMIENTAS;
3075;PACK PROMO FERRERO + BOLSO TERMICO;
3076;PACK PROMO FERRERO + LINTERNA;
3077;PACK PROMO FERRERO + DETECTOR C LINTERNA;
3078;PACK PROMO FERRERO + CORTAPLUMAS;
3079;PACK PROMO FERRERO + POWERBANK;
3080;PACK FERRERO + SELFIE STICK;
3081;PACK FERRERO + JARRO TERMICO;
3082;CAJA DE HERRAMIENTAS;
3083;PACK FERRERO COMPRESOR;
3085;LECHE LS UAT ENTERA C/FE 3% BRIK 1L;
3088;LECHE LS UAT ENT CLASICA 3% BRIK 1L;
3090;LECHE LS UAT P.DESC MAS LIV 2% BRIK 1L;
3091;LECHE LS UAT DESCREMADA 0% BRIK 1L;
3094;KINDER SORPRESA LUI/LEI 48U 1008GR;
3095;KINDER SORPRESA T48 UNID 1008GR CAR2;
3100;SER MUESTRA DESARROLLO 152 GR;
3107;KINDER SORPRESA X UNID 21 GR;
3108;KINDER SORPRESA X UNID 21 GR CAR2;
3110;SER MUESTRA DESARROLLO 182 GR;
3111;BEBIDA DE LECHE LS SEREMIX SACHET 1L;
3112;BEBIDA DE LECHE LS SEREMIX 250CC;
3114;KINDER SORPRESA T24 UNID 504GR CAR2;
3115;LECHE LS ULTRA ENT E/CAL SACHET 1.150 L;
3121;FERRERO ROCHER DISPLAY 48 UNID 600 GR;
3122;RAFFAELLO DISPLAY X 48 UN 480 GR;
3127;BEBIDA LACTEA UAT LS SENSE 250 CC;
3129;BEBIDA LACTEA UAT LS SENSE BRIK 1L;
3145;BASE POSTRE SERENITO DIENTES POTE 117G;
3150;QUESO LS CREM HORMA 3KG;
3151;QUESO LS CREM HORMA 900 GR;
3152;QUESO LS CREM FRACC 500 GR;
3158;FLAN SER TENTACION PACK 210G P/URUGUAY;
3169;PACK PROMO FERRERO 2;
3180;QUESO LS CREMON CREMOSO HORMA 3KG;
3181;QUESO LS CREMON CREMOSO FRACC 500 GR;
3205;LECHE LS ULTRA ENTERA C/FE 3% SACHET 1L;
3210;LECHE LS ULTRA DESC C/FE 1% SACHET 1L;
3217;QUESO LS FINLANDIA PROCESADO POTE 180G;
3218;QUESO LS FINLANDIA RED.CALORIAS P180GR;
3240;QUESO LS FINLANDIA LIGHT POTE 180GR;
3241;QUESO LS FINLANDIA LIGHT POTE 290GR;
3244;KINDER SORPRESA LUI/LEI 24U 504GR;
3245;VITAL PURE DE FRUTAS 90GR MULTIFRUTA;
3252;VITAL PURE DE FRUTAS 90GR MANZANA BANANA;
3258;QUESO LS FINLANDIA BALANCE POTE 180GR;
3267;QUESO LS FINLANDIA JAMYPAR POTE 180GR;
3269;VITAL PURE DE FRUTAS 90GR MANZANA PERA;
3272;HUEVO PASCUA KINDER G.SORPRESA CAJA X72;
3273;QUESO LS FINLANDIA F HIERBAS POTE 180GR;
3274;QUESO LS FINL LIGHT SWEET CHILLI P180G;
3275;QUESO LS FINL LIGHT ACEITUNA-PAR P180G;
3276;VITAL PURE DE FRUTAS 90GR MANZ MGO ZAN;
3277;QUESO LS FINLANDIA CHEDDAR POTE 180GR;
3278;QUESO LS FINLANDIA LIGHT AZUL P.180GR;
3279;QUESO LS FINLANDIA GRUYERE POTE 180GR;
3281;QUESO LS FINLANDIA LIGHT SUIZO P.180GR;
3282;LECHE LS AZU FORT VIT AYD 3% BRIK 200CC;
3283;LECHE LS ENT UAT FORT 3% T.SLIM 200CC;
3290;CREMA ARMONIA P/BATIR TETRA TOP 200CC;
3291;QUESO ARMONIA RALLADO BOLSA 120GR;
3299;TIC TAC CHERRY MINT 12 ESTUCHES 192GR;
3301;CREMA ARMONIA TETRA TOP 200 CC;
3302;RICOTTA ARMONIA MAGRA SACHET 500GR;
3303;DULCE DE LECHE ARMONIA POTE 400GR;
3304;BASE POSTRE STO C CONF POTE 120G;
3307;LECHE ARMONIA ULTRA P.DESC 2% SACHET1L;
3309;PROD UNT B\LECHE Y AZUC ARMONIA POT 400G;
3310;ALIM BASE DULCE DE LECHE ARMONIA P 400GR;
3311;PROD UNT BASE CREMA ARMONIA PAQ.200GR;
3312;PROD P\BATIR B\CREMA ARMONIA SLIM 200CC;
3313;L MODIFICADA EN POLVO ARMONIA BOL 800G;
3314;TIC TAC MENTA 12 ESTUCHES 192 GR;
3315;KINDER CHOCOLATE T1 X UNID. 12.5GR;
3316;L.MODIFICADA EN POLVO ARMONIA BOL 400G;
3318;PROD UNT B\LECHE Y AZUC FORTUNA POT 400G;
3319;PROD UNT BASE CREMA FORTUNA PAQ.200GR;
3320;PROD P\BATIR B\CREMA FORTUNA TS 200CC;
3321;L.MODIFICADA EN POLVO FORTUNA BOL 800G;
3322;LECHE FORTUNA UAT PARC.DESC 1% BRIK 1L;
3323;LECHE FORTUNA UAT PARC.DESC 2% BRIK 1L;
3332;BEBIDA LACTEA ARMONIA ULTRA SACH 900ML;
3336;LECHE LS UAT PARC.DESC ZERO LACTOSA PET1L;
3339;L.POLVO ENT ZERO LACT ESTUCHE 400 GR;
3345;LECHE LS UAT ENT.CLASICA 3% BOT 1L;
3346;LECHE LS UAT P.DESC.LIVIANA 1% BOT 1L;
3350;FERRERO PACK PRALINE 67.5GR;
3351;PACK KINDER 1625 GR;
3352;LECHE LS ULTRA P.DESC 1% PET TRANSP.1L;
3353;LECHE LS UAT DESCREMADA 0% PET 1L;
3354;LECHE LS UAT PARC.DESCREMADA 2% PET 1L;
3355;LECHE LS UAT ENTERA CLASICA 3% PET 1L;
3356;LECHE LS UAT PARC.DESC.LIVIANA 1% PET 1L;
3358;LECHE LS UAT P.DESC FORT C/FE 1% PET 1L;
3359;LECHE LS UAT P.DESC EXTRA CALCIO PET 1L;
3360;LECHE LS UAT P.DESC FORT CARDIO PET 1L;
3362;LECHE ARMONIA UAT P.DESC 2% BRIK 1L;
3364;LECHE LS SEREKIDS PAR.DES FORT.2% 1L;
3365;LECHE LS SEREKIDS PAR.DES FORT.2% 200CC;
3366;LECHE LS BABY 1 LATA X 375 GR;
3373;LECHE LS BABY 2 LATA X 375 GR;
3380;LECHE NUTRILON PROFUTURA 2X400 GR;
3389;LECHE LS UAT P.DESC EXTRA CALCIO VIT 1L;
3401;PREP.VEG.BEBIBLE B\ALMENDRAS LS SQ 1L;
3402;PREP.VEG.BEBIBLE B\ARROZ LS SQ 1L;
3403;PREP.VEG.BEB. B\ALMENDRA LS S\A SQ 1L;
3404;PREP.VEG.BEBIBLE LS CON MANI FORT SQ1L;
3405;PREP. VEG. BEBIBLE LS GRANOLA FORT SQ1L;
3406;DULCE DE LECHE LS COLONIAL POTE 500 GR;
3407;TIC TAC MENTA INTENSA 12 ESTUCHES 192G;
3408;DULCE DE LECHE LS TRAD.ARG POTE 400GR;
3409;PREP VEG LS BEBIBLE COCO FORT SQ 1L;
3410;LECHE NUTRILON PROFUTURA 2 LATA X 400 GR;
3412;PREP.VEG.BEBIBLE LS C/ARROZ Y JUGO 1L;NARANJA                                 
3412;PREP.VEG.BEBIBLE LS C/ARROZ Y JUGO 1L;MANZANA                                 
3412;PREP.VEG.BEBIBLE LS C/ARROZ Y JUGO 1L;MULTIFRUTA
3414;PREP-VEG.BEB.B\ARROZ CON JUGO SLIM 200 CC;
3415;PREP.VEG BEB MANI Y CACAO SAB CHO LS 1L;
3416;PREP.VEG BEBIB LS ALMENDRAS BARISTA SQ1L;
3424;KINDER SORPRESA NATOONS X 1 UNID 20 GR;
3434;FERRERO ROCHER X 3 UNIDAD 37.5 GR;
3440;QUESO LS CREMON DESAYUNO POTE 300GR;
3441;QUESO LS CREMON COCINA POTE 280 GR;
3442;QUESO LS CREMON DESAYUNO POTE 280 GR;
3446;DULCE DE LECHE LS CLASICO POTE 500 GR;
3448;LECHE LS ULTRA ENTERA SACHET 1.150 L;
3449;LECHE LS ULTRA DESC E/CAL SACHET 1.150 L;
3450;LECHE LS ULTRA DESCREMADA 0% SACHET 1L;
3452;MANTECA LS MULTIVITAMINAS PAQ100GR;
3454;MANTECA LS RED.GRASAS POTE 200GR;
3456;MANTECA LS C/CREMA DE LECHE PAQ.200GR;
3457;MANTECA LS LIGHT PAQUETE 200GR;
3458;MANTECA LS MULTIVITAMINAS PAQ.200 GR;
3459;KINDER JOY CON SORPRESA 48 UNID. 960GR;
3465;VITAL INFANTIL 4 BRICK 200ML;
3466;QUESO LS ESTILO P SALUT POTE 180GR;
3471;DISPONIBLE PARA USAR;
3472;LECHE VITAL BIFIBRAS 4 X 1000ML;
3480;LECHE LS ULTRA P. DESC. MULTI. 1%SAC1L;
3481;CEREAL NUTRILON 5 CEREALES REGULAR 180G;
3482;LECHE LS ULTRA P. DESC. MULTI. 2%SAC1L;
3483;LECHE LS ULTRA ENTERA MULTI. 3% SAC1L;
3484;LECHE LS ULTRA DESC. MULTI. 0% SAC1L;
3491;LECHE LS ULTRA P.DESC LIVIANA 1%SAC1L;
3492;LECHE LS ULTRA P.DESC MAS LIV 2%SAC1L;
3493;LECHE LS ULTRA ENT. CLASICA 3% PET 1L;
3494;LECHE LS ULTRA PARC. DESC.LIV 1% PET 1L;
3498;CEREAL NUTRILON FRUTAS 180G;
3504;LECHE LA SERENISIMA BABY 4 BRICK 200ML;
3510;FERRERO ROCHER X 24 UNIDADES 300 GR;
3519;CEREAL NUTRILON 5 CEREALES SIN AZU 150G;
3520;LECHE LS ULTRA P.DESC RED LAC FORT S1L;
3527;KINDER CHOCOLATE 10 ESTUCHES 500 GR;
3528;KINDER CHOCOLATE NATOONS 10 EST 500 GR;
3534;PACK PROMO 3 FERRERO;
3558;KINDER SORPRESA NATOONS X 24UNID 480 GR;
3559;KINDER SORPRESA NATOONS X 48 UN 960 GR;
3560;BEBIDA LACTEA LS JUNIOR UAT T.SLIM 200CC;
3562;BEBIDA LACTEA LS BEBIBLE UAT PMA 250CC;
3564;BEB.LACTEA LS BEBIBLE UAT 0% PMA 250CC;
3566;BEBIDA LACTEA LS BEBIBLE RED AZUCAR S200C;VAINILLA                                
3566;BEBIDA LACTEA LS BEBIBLE RED AZUCAR S200C;FRUTILLA                                
3567;BEBIDA LACTEA LS RED EN AZUCAR SQUARE 1L;VAINILLA                                
3567;BEBIDA LACTEA LS RED EN AZUCAR SQUARE 1L;FRUTILLA                                
3568;LECHE ARMONIA UAT P.DESC VIT 1% BRIK1L;
3569;LECHE ARMONIA UAT P.DESC VIT 2% BRIK1L;
3570;LECHE LS UAT ENT CLASICA FORT 3%BRIK1L;
3571;LECHE LS UAT P.DESC LIV FORT. 1% BRIK 1L;
3572;LECHE LS UAT ENT FORT.VIT 3% SLIM200C;
3573;LECHE LS UAT DESCREMADA FORT 0% PET 1L;
3574;LECHE LS UAT P.DESC FORT.VIT 2% PET 1L;
3575;LECHE LS UAT ENT CLASICA FORT 3% PET1L;
3576;LECHE LS UAT P.DESC LIV. FORT 1%PET1L;
3582;LECHE LS UAT P.DESC FORT.VIT 2%BRIK 1L;
3584;LECHE LS UAT P.DESCR FORT BARISTA PET 1L;
3585;LECHE LS UAT P.DESC PREBIOT.FORT PET1L;
3586;LECHE LS UAT DESCREMADA PROTEIN PET 1L;
3587;LECHE LS UAT P.DESC ZERO LACT FORT P1L;
3588;LECHE LS UAT P.DESC C/FE FORT VIT P 1L;
3589;LECHE LS UAT P.DESC EXT CALC FORT P 1L;
3590;LECHE LS UAT P.DESC CARDIO FORT PET 1L;
3600;KINDER SORPRESA RIO X24UNID 480GR;
3601;KINDER SORPRESA RIO X 48UNID 1008GR;
3602;KINDER SORPRESA BARBIE+WHEELS 24U 480GR;
3603;KINDER SORPRESA MINIONS X 24 UNID 480GR;
3604;KINDER SORPRESA MINIONS X 48 UNID 960 GR;
3605;KINDER SORPRESA TRANSFORMERS 24U 480GR;
3606;KINDER SORP DINO SIRENA 96 UN 1920 GR;
3607;KINDER SORP ERA DE HIELO X 24UNID 480GR;
3608;KINDER SORP ERA DE HIELO X 48 U 960 GR;
3609;KINDER CHOCOLATE ESTUCHE 4 X 50 GR;
3611;CONEJO DE PASCUA FERRERO ROCHER 12X100G;
3612;FERRERO EGGS AVELLANA 21U 2100 GR;
3613;FERRERO EGGS CACAO 21U 2100GR;
3614;CONEJO DE PASCUA FERRERO ROCHER 100G;
3615;KINDER SORP STAR WARS X 24UNID 480GR;
3616;KINDER SORP PONY X 24UNID 480GR;
3617;KINDER SORP VILLANO FAVORITO X 24 480G;
3618;KINDER SORP VILLANO FAVORITO X48 960 G;
3619;KINDER SORPRESA MONSTERS 24UNID 504GRS;
3621;LECHE LS UAT P.DESC LIVIANA 1% BRIK 1L;
3623;LECHE LS UAT DESCREM C/FE 1% BRIK 1L;
3626;KINDER SORPRESA MONSTERS 48UNID 1008GR;
3630;LECHE LS UAT ENTERA FORT 3% EDGE 1LT;
3631;LECHE LS UAT PARC.DESC FORT 1% EDGE 1L;
3632;LECHE LS UAT PARC.DESC FORT 2% EDGE 1L;
3634;LECHE LS BABY 1 800 GR;
3641;LECHE LS BABY 2 800 GR;
3649;TIC TAC EXTRA FUERTE ESTUCHE 16 GR;
3651;BEBIDA LACTEA LS JUNIOR ULTRA SACHET 1L;
3653;QUESO LS GRANA PAMPEANA RALLADO 80 GR;
3654;BEBIDA LACTEA LS BEBIBLE UAT SQU.1L;
3656;BEBIDA LACTEA LS BEBIBLE UAT 0% SQ 1L;
3661;BEBIDA LACTEA LS BEBIBLE ULT.SACH900ML;VAINILLA                                
3661;BEBIDA LACTEA LS BEBIBLE ULT.SACH900ML;FRUTILLA                                
3661;BEBIDA LACTEA LS BEBIBLE ULT.SACH900ML;DURAZNO                                 
3661;BEBIDA LACTEA LS BEBIBLE ULT.SACH900ML;BANANA                                  
3661;BEBIDA LACTEA LS BEBIBLE ULT.SACH900ML;DULCE DE LECHE                          
3662;BEBIDA LACTEA LS BEBIBLE 0% SACH 900ML;
3664;HUEVO DE PASCUA KINDER MAGIC 6 UNID;
3665;BEBIDA LACTEA LS BEBIBLE RED AZUCAR S900ML;VAINILLA                                
3665;BEBIDA LACTEA LS BEBIBLE RED AZUCAR S900ML;FRUTILLA                                
